abnormality|body|height	HP:0000002
double|aortic|arch	HP:0011590
left|aortic|arch|cervical|origin|right|subclavian|artery	HP:0011591
left|aortic|arch|isolated|subclavian|artery	HP:0011592
left|aortic|arch|retroesophageal|diverticulum|kommerell	HP:0011593
right|aortic|arch|retroesophageal|diverticulum|kommerell	HP:0011594
left|aortic|arch|retroesophageal|right|subclavian|artery	HP:0011595
left|aortic|arch|right|descending|aorta|right|ductus|arteriosus	HP:0011596
right|aortic|arch|left|descending|aorta|left|ductus|arteriosus	HP:0011597
right|aortic|arch|retroesophageal|left|subclavian|artery	HP:0011598
mesocardia	HP:0011599
abnormal|direction|ventricular|apex	HP:0011600
rightward|direction|ventricular|apex	HP:0011601
midline|direction|ventricular|apex	HP:0011602
congenital|malformation|great|arteries	HP:0011603
aortopulmonary|window	HP:0011604
congenitally|corrected|transposition|great|arteries|ventricular|septal|defect	HP:0011605
transposition|great|arteries|intact|ventricular|septum	HP:0011606
transposition|great|arteries|ventricular|septal|defect	HP:0011607
type|ii|truncus|arteriosus	HP:0011608
type|iii|truncus|arteriosus	HP:0011609
type|iv|truncus|arteriosus	HP:0011610
interrupted|aortic|arch	HP:0011611
interrupted|aortic|arch|type	HP:0011612
interrupted|aortic|arch|type	HP:0011613
interrupted|aortic|arch|type	HP:0011614
abnormality|pulmonary|situs	HP:0011615
pulmonary|situs|inversus	HP:0011616
pulmonary|situs|ambiguus	HP:0011617
pulmonary|situs|ambiguus|bilateral|morphologic|right|lungs	HP:0011618
pulmonary|situs|ambiguus|bilateral|morphologic|left|lungs	HP:0011619
abnormality|abdominal|situs	HP:0011620
gerbode|ventricular|septal|defect	HP:0011621
inlet|ventricular|septal|defect	HP:0011622
muscular|ventricular|septal|defect	HP:0011623
apical|muscular|ventricular|septal|defect	HP:0011624
multiple|muscular|ventricular|septal|defects	HP:0011625
scimitar|anomaly	HP:0011626
aorto-ventricular|tunnel	HP:0011627
congenital|defect|pericardium	HP:0011628
total|absence|pericardium	HP:0011629
complete|diaphragmatic|absence|pericardium	HP:0011630
complete|right|sided|absence|pericardium	HP:0011631
partial|right|sided|absence|pericardium	HP:0011632
complete|left|sided|absence|pericardium	HP:0011633
partial|left|sided|absence|pericardium	HP:0011634
partial|diaphragmatic|absence|pericardium	HP:0011635
abnormal|origin|coronary|arteries	HP:0011636
anomalous|origin|coronary|artery|pulmonary|artery	HP:0011637
anomalous|origin|left|coronary|artery|pulmonary|artery	HP:0011638
anomalous|origin|right|coronary|artery|pulmonary|artery	HP:0011639
single|coronary|artery|origin	HP:0011640
coronary|artery|fistula	HP:0011641
abnormality|coronary|sinus	HP:0011642
coronary|sinus|atrial|septal|defect	HP:0011643
coronary|sinus|diverticulum	HP:0011644
sinus|valsalva|aneurysm	HP:0011645
juxtaductal|coarctation|aorta	HP:0011646
postductal|coarctation|aorta	HP:0011647
patent|ductus|arteriosus|birth|term	HP:0011648
patent|ductus|arteriosus|premature|birth	HP:0011649
bilateral|ductus|arteriosus	HP:0011650
double|outlet|right|ventricle|doubly|committed|ventricular|septal|defect|pulmonary|stenosis	HP:0011651
double|outlet|right|ventricle|doubly|committed|ventricular|septal|defect|pulmonary|stenosis	HP:0011652
double|outlet|right|ventricle|non-committed|ventricular|septal|defect|pulmonary|stenosis	HP:0011653
double|outlet|right|ventricle|non-committed|ventricular|septal|defect|pulmonary|stenosis	HP:0011654
double|outlet|right|ventricle|subaortic|ventricular|septal|defect|pulmonary|stenosis	HP:0011655
double|outlet|right|ventricle|subaortic|ventricular|septal|defect|pulmonary|stenosis	HP:0011656
double|outlet|right|ventricle|subpulmonary|ventricular|septal|defect|pulmonary|stenosis	HP:0011657
double|outlet|right|ventricle|subpulmonary|ventricular|septal|defect|pulmonary|stenosis	HP:0011658
tetralogy|fallot|absent|pulmonary|valve	HP:0011659
anomalous|origin|pulmonary|artery|ascending|aorta	HP:0011660
anomalous|origin|left|pulmonary|artery|ascending|aorta	HP:0011661
tricuspid|atresia	HP:0011662
right|ventricular|cardiomyopathy	HP:0011663
left|ventricular|noncompaction|cardiomyopathy	HP:0011664
takotsubo|cardiomyopathy	HP:0011665
absent|right|superior|vena|cava	HP:0011666
bilateral|superior|vena|cava|bridging|vein	HP:0011667
bilateral|superior|vena|cava|no|bridging|vein	HP:0011668
left|superior|vena|cava|draining|directly|left|atrium	HP:0011669
left|superior|vena|cava|draining|coronary|sinus	HP:0011670
interrupted|inferior|vena|cava|azygous|continuation	HP:0011671
cardiac|myxoma	HP:0011672
cardiac|hemangioma	HP:0011673
cardiac|teratoma	HP:0011674
arrhythmia	HP:0011675
tetralogy|fallot|absent|subarterial|conus	HP:0011676
tetralogy|fallot|atrioventricular|canal|defect	HP:0011677
tetralogy|fallot|pulmonary|atresia|major|aortopulmonary|collateral|arteries	HP:0011678
tetralogy|fallot|pulmonary|stenosis	HP:0011679
single|ventricle|indeterminate|morphology	HP:0011680
subarterial|ventricular|septal|defect	HP:0011681
perimembranous|ventricular|septal|defect	HP:0011682
restrictive|ventricular|septal|defect	HP:0011683
non-restrictive|ventricular|septal|defect	HP:0011684
infra-aortic|superior|vena|cava	HP:0011685
abnormal|coronary|artery	HP:0011686
av|nodal|tachycardia	HP:0011687
supraventricular|tachycardia|accessory|connection|mediated|pathway	HP:0011688
supraventricular|tachycardia|concealed|accessory|connection	HP:0011689
permanent|junctional|reciprocating|tachycardia	HP:0011690
supraventricular|tachycardia|concealed|accessory|pathway|left|free|wall	HP:0011691
supraventricular|tachycardia|concealed|accessory|pathway|right|free|wall	HP:0011692
supraventricular|tachycardia|concealed|accessory|pathway|septum	HP:0011693
supraventricular|tachycardia|manifest|accessory|pathway	HP:0011694
cerebellar|hemorrhage	HP:0011695
supraventricular|tachycardia|manifest|accessory|pathway|left|free|wall	HP:0011696
supraventricular|tachycardia|manifest|accessory|pathway|right|free|wall	HP:0011697
supraventricular|tachycardia|manifest|accessory|pathway|septum	HP:0011698
atrial|reentry|tachycardia	HP:0011699
automatic|atrial|tachycardia	HP:0011700
multifocal|atrial|tachycardia	HP:0011701
abnormal|electrophysiology|sinoatrial|node|origin	HP:0011702
sinus|tachycardia	HP:0011703
sick|sinus|syndrome	HP:0011704
degree|atrioventricular|block	HP:0011705
degree|atrioventricular|block	HP:0011706
mobitz|atrioventricular|block	HP:0011707
mobitz|ii|atrioventricular|block	HP:0011708
atrioventricular|dissociation	HP:0011709
bundle|branch|block	HP:0011710
left|anterior|fascicular|block	HP:0011711
right|bundle|branch|block	HP:0011712
left|bundle|branch|block	HP:0011713
libman-sacks|lesions	HP:0011714
trifascicular|block	HP:0011715
junctional|ectopic|tachycardia	HP:0011716
av|nodal|reentry|tachycardia	HP:0011717
abnormality|pulmonary|veins	HP:0011718
supracardiac|total|anomalous|pulmonary|venous|connection	HP:0011719
cardiac|total|anomalous|pulmonary|venous|connection	HP:0011720
infracardiac|total|anomalous|pulmonary|venous|connection	HP:0011721
mixed|total|anomalous|pulmonary|venous|connection	HP:0011722
congenital|malformation|right|heart	HP:0011723
uhl's|anomaly	HP:0011724
chaotic|multifocal|atrial|tachycardia	HP:0011725
persistent|fetal|circulation	HP:0011726
peroneal|muscle|weakness	HP:0011727
elbow|clonus	HP:0011728
abnormality|joint|mobility	HP:0011729
abnormality|central|sensory|function	HP:0011730
abnormality|circulating|cortisol|level	HP:0011731
abnormality|adrenal|morphology	HP:0011732
abnormality|adrenal|physiology	HP:0011733
central|adrenal|insufficiency	HP:0011734
adrenocorticotropin|(acth)|deficient|adrenal|insufficiency	HP:0011735
primary|hyperaldosteronism	HP:0011736
corticotropin-releasing|hormone|(crh)|deficient|adrenal|insufficiency	HP:0011737
corticotropin-releasing|hormone|receptor|(crhr)|defect	HP:0011738
dexamethasone-suppresible|primary|hyperaldosteronism	HP:0011739
glucocortocoid-insensitive|primary|hyperaldosteronism	HP:0011740
secondary|hyperaldosteronism	HP:0011741
ectopic|adrenal|gland	HP:0011742
adrenal|gland|agenesis	HP:0011743
secondary|hypercorticolism	HP:0011744
non-secretory|adrenocortical|adenoma	HP:0011745
secretory|adrenocortical|adenoma	HP:0011746
abnormality|anterior|pituitary	HP:0011747
adrenocorticotropic|hormone|deficiency	HP:0011748
adrenocorticotropic|hormone|excess	HP:0011749
neoplasm|anterior|pituitary	HP:0011750
abnormality|posterior|pituitary	HP:0011751
neoplasm|posterior|pituitary	HP:0011752
posterior|pituitary|dysgenesis	HP:0011753
pituicytoma	HP:0011754
ectopic|posterior|pituitary	HP:0011755
posterior|pituitary|agenesis	HP:0011756
posterior|pituitary|hypoplasia	HP:0011757
pituitary|acidophilic|stem|cell|adenoma	HP:0011758
pituitary|gonadotropic|cell|adenoma	HP:0011759
pituitary|growth|hormone|cell|adenoma	HP:0011760
pituitary|null|cell|adenoma	HP:0011761
pituitary|thyrotropic|cell|adenoma	HP:0011762
pituitary|carcinoma	HP:0011763
pituitary|spindle|cell|oncocytoma	HP:0011764
ectopic|anterior|pituitary	HP:0011765
abnormality|parathyroid|morphology	HP:0011766
abnormality|parathyroid|physiology	HP:0011767
parathyroid|dysgenesis	HP:0011768
ectopic|parathyroid	HP:0011769
tertiary|hyperparathyroidism	HP:0011770
autoimmune|hypoparathyroidism	HP:0011771
abnormality|thyroid|morphology	HP:0011772
uninodular|goiter	HP:0011773
thyroid|follicular|adenoma	HP:0011774
thyroid|macrofollicular|adenoma	HP:0011775
thyroid|microfollicular|adenoma	HP:0011776
thyroid|papillary|adenoma	HP:0011777
thyroid|atypical|adenoma	HP:0011778
anaplastic|thyroid|carcinoma	HP:0011779
thyroid|hemiagenesis	HP:0011780
thyroid|cell|hyperplasia	HP:0011781
thyroid|crisis	HP:0011782
thyrotoxicosis|ectopic|thyroid|tissue	HP:0011783
thyrotoxicosis|diffuse|goiter	HP:0011784
thyrotoxicosis|toxic|multinodular|goitre	HP:0011785
thyrotoxicosis|toxic|single|thyroid|nodule	HP:0011786
central|hypothyroidism	HP:0011787
increased|serum|free|triiodothyronine|(ft3)	HP:0011788
thyroid-stimulating|hormone|receptor|(tshr)|defect	HP:0011789
activating|thyroid-stimulating|hormone|receptor|(tshr)|defect	HP:0011790
inactivating|thyroid-stimulating|hormone|receptor|(tshr)|defect	HP:0011791
neoplasm|histology	HP:0011792
neoplasm|anatomical|site	HP:0011793
embryonal|renal|neoplasm	HP:0011794
intralobar|nephroblastomatosis	HP:0011795
perilobar|nephroblastomatosis	HP:0011796
papillary|renal|cell|carcinoma|type|1	HP:0011797
renal|oncocytoma	HP:0011798
abnormality|facial|soft|tissue	HP:0011799
midface|retrusion	HP:0011800
enlargement|parotid|gland	HP:0011801
hamartoma|tongue	HP:0011802
bifid|nose	HP:0011803
abnormality|muscle|physiology	HP:0011804
abnormality|muscle|morphology	HP:0011805
type|1|muscle|fiber|atrophy	HP:0011807
decreased|patellar|reflex	HP:0011808
paradoxical|myotonia	HP:0011809
impaired|two-point|discrimination	HP:0011810
impaired|touch|localization	HP:0011811
agraphesthesia	HP:0011812
increased|cerebral|lipofuscin	HP:0011813
increased|urinary|hypoxanthine	HP:0011814
cephalocele	HP:0011815
parietal|encephalocele	HP:0011816
basal|encephalocele	HP:0011817
nasofrontal|encephalocele	HP:0011818
submucous|cleft|soft|palate	HP:0011819
membranous|choanal|atresia	HP:0011820
abnormality|facial|skeleton	HP:0011821
broad|chin	HP:0011822
chin|horizontal|crease	HP:0011823
chin|h-shaped|crease	HP:0011824
tented|philtrum	HP:0011825
philtrum|midline|raphe	HP:0011826
malaligned|philtral|ridges	HP:0011827
midline|sinus|philtrum	HP:0011828
narrow|philtrum	HP:0011829
abnormality|oral|mucosa	HP:0011830
deviated|nasal|tip	HP:0011831
narrow|nasal|tip	HP:0011832
overhanging|nasal|tip	HP:0011833
moyamoya|phenomenon	HP:0011834
absent|scaphoid	HP:0011835
delayed|talus|ossification	HP:0011836
partial|iga|deficiency	HP:0011837
sclerodactyly	HP:0011838
abnormality|cell|number	HP:0011839
abnormality|cell|physiology	HP:0011840
ventricular|flutter	HP:0011841
abnormality|skeletal|morphology	HP:0011842
abnormality|skeletal|physiology	HP:0011843
abnormal|appendicular|skeleton|morphology	HP:0011844
short|metatarsal	HP:0011845
osteoblastoma	HP:0011846
giant|cell|tumor|bone	HP:0011847
abdominal|colic	HP:0011848
abnormal|bone|ossification	HP:0011849
parotitis	HP:0011850
hemopericardium	HP:0011851
chylopericardium	HP:0011852
serous|pericardial|effusion	HP:0011853
hemoperitoneum	HP:0011854
pharyngeal|edema	HP:0011855
pica	HP:0011856
plasmacytoma	HP:0011857
reduced|factor|ix|activity	HP:0011858
punctate|keratitis	HP:0011859
metaphyseal|dappling	HP:0011860
bilateral|trilobed|lungs	HP:0011861
abnormal|bone|collagen|fibril|morphology	HP:0011862
abnormal|sternal|ossification	HP:0011863
elevated|plasma|pyrophosphate	HP:0011864
abnormality|wing|ilium	HP:0011867
sciatica	HP:0011868
abnormal|platelet|function	HP:0011869
impaired|arachidonic|acid-induced|platelet|aggregation	HP:0011870
impaired|ristocetin-induced|platelet|aggregation	HP:0011871
impaired|thrombin-induced|platelet|aggregation	HP:0011872
abnormal|platelet|count	HP:0011873
heparin-induced|thrombocytopenia	HP:0011874
abnormal|platelet|morphology	HP:0011875
abnormal|platelet|volume	HP:0011876
increased|platelet|volume	HP:0011877
abnormal|platelet|membrane|protein|expression	HP:0011878
decreased|platelet|glycoprotein|ib-ix-v	HP:0011879
acute|disseminated|intravascular|coagulation	HP:0011880
decreased|platelet|glycoprotein|vi	HP:0011881
decreased|platelet|p2y12|receptor	HP:0011882
abnormal|platelet|granules	HP:0011883
abnormal|umbilical|stump|bleeding	HP:0011884
hemorrhage|eye	HP:0011885
hyphema	HP:0011886
choroid|hemorrhage	HP:0011887
bleeding|requiring|red|cell|transfusion	HP:0011888
bleeding|minor|no|trauma	HP:0011889
prolonged|bleeding|procedure	HP:0011890
post-partum|hemorrhage	HP:0011891
vitamin|deficiency	HP:0011892
abnormal|leukocyte|count	HP:0011893
impaired|thromboxane|a2|agonist-induced|platelet|aggregation	HP:0011894
anemia|reduced|life|span|red|cells	HP:0011895
subconjunctival|hemorrhage	HP:0011896
neutrophillia	HP:0011897
abnormality|circulating|fibrinogen	HP:0011898
hyperfibrinogenemia	HP:0011899
hypofibrinogenemia	HP:0011900
dysfibrinogenemia	HP:0011901
abnormal|hemoglobin	HP:0011902
hemoglobin	HP:0011903
persistence|hemoglobin	HP:0011904
reduced|hemoglobin	HP:0011905
reduced|beta/alpha|synthesis|ratio	HP:0011906
reduced|alpha/beta|synthesis|ratio	HP:0011907
unilateral|radial|aplasia	HP:0011908
flattened|metacarpal|heads	HP:0011909
shortening|phalanges|fingers	HP:0011910
abnormality|metacarpophalangeal|joint	HP:0011911
abnormality|glenoid|fossa	HP:0011912
lumbar|hypertrichosis	HP:0011913
thoracic|hypertrichosis	HP:0011914
cardiovascular|calcification	HP:0011915
toe|extensor|amyotrophy	HP:0011916
short|5th|toe	HP:0011917
fourth|toe|clinodactyly	HP:0011918
pleural|empyema	HP:0011919
transudative|pleural|effusion	HP:0011920
exudative|pleural|effusion	HP:0011921
abnormal|activity|mitochondrial|respiratory|chain	HP:0011922
decreased|activity|mitochondrial|complex	HP:0011923
decreased|activity|mitochondrial|complex|iii	HP:0011924
decreased|activity|mitochondrial|atp|synthase|complex	HP:0011925
proximal|placement|hallux	HP:0011926
short|digit	HP:0011927
short|proximal|phalanx|toe	HP:0011928
hypersegmentation|proximal|phalanx|finger	HP:0011929
hyperextensible|skin|chest	HP:0011930
abnormality|cerebellar|peduncle	HP:0011931
abnormality|superior|cerebellar|peduncle	HP:0011932
elongated|superior|cerebellar|peduncle	HP:0011933
mesenteric|artery|aneurysm	HP:0011934
decreased|urinary|urate	HP:0011935
decreased|plasma|total|carnitine	HP:0011936
hypoplastic|toenail	HP:0011937
3-4|finger|cutaneous|syndactyly	HP:0011939
anterior|wedging|t12	HP:0011940
anterior|wedging|l2	HP:0011941
increased|urinary|sulfite	HP:0011942
increased|urinary|thiosulfate	HP:0011943
small|vessel|vasculitis	HP:0011944
bronchiolitis|obliterans|organizing|pneumonia	HP:0011945
bronchiolitis|obliterans	HP:0011946
respiratory|tract|infection	HP:0011947
acute|respiratory|tract|infection	HP:0011948
acute|infectious|pneumonia	HP:0011949
bronchiolitis	HP:0011950
aspiration|pneumonia	HP:0011951
acute|aspiration|pneumonia	HP:0011952
pulmonary|lymphoma	HP:0011953
nodular|regenerative|hyperplasia|liver	HP:0011954
hepatic|granulomatosis	HP:0011955
intestinal|lymphoid|nodular|hyperplasia	HP:0011956
abnormality|pectoral|muscle	HP:0011957
retinal|perforation	HP:0011958
unilateral|hypoplasia|pectoralis|major|muscle	HP:0011959
substantia|nigra|gliosis	HP:0011960
non-obstructive|azoospermia	HP:0011961
obstructive|azoospermia	HP:0011962
pretesticular|azoospermia	HP:0011963
intermittent|painful|muscle|spasms	HP:0011964
abnormality|citrulline|metabolism	HP:0011965
elevated|plasma|citrulline	HP:0011966
hypocupremia	HP:0011967
feeding|difficulties	HP:0011968
elevated|luteinizing|hormone	HP:0011969
cerebral|amyloid|angiopathy	HP:0011970
dermatographic|urticaria	HP:0011971
hypoglycorrhachia	HP:0011972
paroxysmal|lethargy	HP:0011973
myelofibrosis	HP:0011974
aminoglycoside-induced|hearing|loss	HP:0011975
elevated|urinary|catecholamines	HP:0011976
elevated|urinary|homovanillic|acid	HP:0011977
elevated|urinary|vanillylmandelic|acid	HP:0011978
elevated|urinary|dopamine	HP:0011979
cholesterol|gallstones	HP:0011980
pigment|gallstones	HP:0011981
black|pigment|gallstones	HP:0011982
brown|pigment|gallstones	HP:0011983
atretic|gallbladder	HP:0011984
acholic|stools	HP:0011985
ectopic|ossification	HP:0011986
ectopic|ossification|muscle|tissue	HP:0011987
ectopic|ossification|tendon|tissue	HP:0011988
ectopic|ossification|ligament|tissue	HP:0011989
abnormality|neutrophil|physiology	HP:0011990
abnormal|neutrophil|cell|number	HP:0011991
abnormality|neutrophil|morphology	HP:0011992
impaired|neutrophil|bactericidal|activity	HP:0011993
abnormality|atrial|septum	HP:0011994
atrial|septal|aneurysm	HP:0011995
elevated|factor|activity	HP:0011996
postprandial|hyperlactemia	HP:0011997
postprandial|hyperglycemia	HP:0011998
paranoia	HP:0011999
eeg|generalized|spikes	HP:0012000
eeg|generalized|polyspikes	HP:0012001
experiential|auras	HP:0012002
affective|auras	HP:0012003
mnemonic|auras	HP:0012004
deja|vu	HP:0012005
jamais|vu	HP:0012006
hallucinatory|auras	HP:0012007
illusory|auras	HP:0012008
eeg|central|focal|spike|waves	HP:0012009
eeg|frontal|focal|spike|waves	HP:0012010
eeg|occipital|focal|spike|waves	HP:0012011
eeg|parietal|focal|spike|waves	HP:0012012
eeg|temporal|focal|spike|waves	HP:0012013
eeg|central|focal|spikes	HP:0012014
eeg|frontal|focal|spikes	HP:0012015
eeg|occipital|focal|spikes	HP:0012016
eeg|parietal|focal|spikes	HP:0012017
eeg|temporal|focal|spikes	HP:0012018
lens|luxation	HP:0012019
right|aortic|arch	HP:0012020
persistent|patent|ductus|venosus	HP:0012021
congenital|portosystemic|venous|shunt	HP:0012022
galactosuria	HP:0012023
hypergalactosemia	HP:0012024
abnormality|ornithine|metabolism	HP:0012025
hyperornithinemia	HP:0012026
laryngeal|edema	HP:0012027
hepatocellular|adenoma	HP:0012028
abnormality|urine|hormone|level	HP:0012029
increased|urinary|cortisol|level	HP:0012030
lipomatous|tumor	HP:0012031
lipoma	HP:0012032
sacral|lipoma	HP:0012033
liposarcoma	HP:0012034
steatocystoma|multiplex	HP:0012035
sternocleidomastoid|amyotrophy	HP:0012036
pectoralis|amyotrophy	HP:0012037
corneal|guttata	HP:0012038
descemet|membrane|folds	HP:0012039
corneal|stromal|edema	HP:0012040
decreased|fertility|males	HP:0012041
aspirin-induced|asthma	HP:0012042
pendular|nystagmus	HP:0012043
seesaw|nystagmus	HP:0012044
retinal|flecks	HP:0012045
areflexia|upper|limbs	HP:0012046
hemeralopia	HP:0012047
oromandibular|dystonia	HP:0012048
laryngeal|dystonia	HP:0012049
anasarca	HP:0012050
reactive|hypoglycemia	HP:0012051
low|serum|calcitriol|(1,25-dihydroxycholecalciferol)	HP:0012052
low|serum|calcifediol|(25-hydroxycholecalciferol)	HP:0012053
choroidal|melanoma	HP:0012054
ciliary|body|melanoma	HP:0012055
cutaneous|melanoma	HP:0012056
superficial|spreading|melanoma	HP:0012057
nodular|melanoma	HP:0012058
lentigo|maligna|melanoma	HP:0012059
acral|lentiginous|melanoma	HP:0012060
urinary|excretion|sialylated|oligosaccharides	HP:0012061
bone|cyst	HP:0012062
aneurysmal|bone|cyst	HP:0012063
unicameral|bone|cyst	HP:0012064
multiple|bony|cystic|lesions	HP:0012065
increased|urinary|disaccharide|excretion	HP:0012066
glycopeptiduria	HP:0012067
aspartylglucosaminuria	HP:0012068
keratan|sulfate|excretion|urine	HP:0012069
chondroitin|sulfate|excretion|urine	HP:0012070
abnormality|acetylcarnitine|metabolism	HP:0012071
aciduria	HP:0012072
abnormal|urinary|acylglycine|profile	HP:0012073
tonic|pupil	HP:0012074
personality|disorder	HP:0012075
borderline|personality|disorder	HP:0012076
histrionic|personality|disorder	HP:0012077
motor|conduction|block	HP:0012078
abnormality|central|motor|conduction	HP:0012079
cerebellar|granular|layer|atrophy	HP:0012080
enlarged|cerebellum	HP:0012081
cerebellar|purkinje|layer|atrophy	HP:0012082
ubiquitin-positive|cerebral|inclusion|bodies	HP:0012083
abnormality|skeletal|muscle|fiber|size	HP:0012084
pyuria	HP:0012085
abnormal|urinary|color	HP:0012086
abnormal|mitochondrial|shape	HP:0012087
abnormal|urinary|odor	HP:0012088
arteritis	HP:0012089
abnormality|pancreas|morphology	HP:0012090
abnormality|pancreas|physiology	HP:0012091
abnormality|exocrine|pancreas|physiology	HP:0012092
abnormality|endocrine|pancreas|physiology	HP:0012093
abnormal|pancreas|size	HP:0012094
multiple|joint|dislocation	HP:0012095
intracranial|epidermoid|cyst	HP:0012096
intracranial|dermoid|cyst	HP:0012097
edema|dorsum|feet	HP:0012098
abnormality|circulating|catecholamine|level	HP:0012099
abnormal|circulating|creatinine|level	HP:0012100
decreased|serum|creatinine	HP:0012101
abnormal|mitochondrial|number	HP:0012102
abnormality|mitochondrion	HP:0012103
parietal|cortical|atrophy	HP:0012104
occipital|cortical|atrophy	HP:0012105
rhizomelic|leg|shortening	HP:0012106
increased|fibular|diameter	HP:0012107
primary|open|angle|glaucoma	HP:0012108
primary|angle|closure|glaucoma	HP:0012109
hypoplasia|pons	HP:0012110
abnormality|circulating|glucocorticoid|level	HP:0012111
abnormality|circulating|corticosterone|level	HP:0012112
abnormality|creatine|metabolism	HP:0012113
endometrial|carcinoma	HP:0012114
hepatitis	HP:0012115
abnormal|albumin|level	HP:0012116
hyperalbuminemia	HP:0012117
laryngeal|carcinoma	HP:0012118
methemoglobinemia	HP:0012119
methylmalonic|aciduria	HP:0012120
panuveitis	HP:0012121
anterior|uveitis	HP:0012122
posterior|uveitis	HP:0012123
intermediate|uveitis	HP:0012124
prostate|cancer	HP:0012125
stomach|cancer	HP:0012126
uraciluria	HP:0012127
basal|ganglia|necrosis	HP:0012128
abnormality|bone|marrow|stromal|cells	HP:0012129
abnormality|cells|erythroid|lineage	HP:0012130
abnormal|number|erythroid|precursors	HP:0012131
erythroid|hyperplasia	HP:0012132
erythroid|hypoplasia	HP:0012133
dysplastic|erythropoesis	HP:0012134
abnormality|cells|granulocytic|lineage	HP:0012135
dysplastic|granulopoesis	HP:0012136
abnormal|number|granulocyte|precursors	HP:0012137
granulocytic|hyperplasia	HP:0012138
granulocytic|hypoplasia	HP:0012139
abnormality|cells|lymphoid|lineage	HP:0012140
pancreatic|squamous|cell|carcinoma	HP:0012142
abnormality|cells|megakaryocyte|lineage	HP:0012143
abnormality|cells|monocyte/macrophage|lineage	HP:0012144
abnormality|multiple|cell|lineages|bone|marrow	HP:0012145
abnormality|von|willebrand|factor	HP:0012146
reduced|quantity|von|willebrand|factor	HP:0012147
multiple|lineage|myelodysplasia	HP:0012148
bilineage|myelodysplasia	HP:0012149
single|lineage|myelodysplasia	HP:0012150
hemothorax	HP:0012151
foveoschisis	HP:0012152
hypotriglyceridemia	HP:0012153
anhedonia	HP:0012154
decreased|corneal|sensation	HP:0012155
hemophagocytosis	HP:0012156
subcortical|cerebral|atrophy	HP:0012157
carotid|artery|dissection	HP:0012158
internal|carotid|artery|dissection	HP:0012159
intracranial|internal|carotid|artery|dissection	HP:0012160
external|carotid|artery|dissection	HP:0012161
common|carotid|artery|dissection	HP:0012162
carotid|artery|aneurysm	HP:0012163
asterixis	HP:0012164
oligodactyly	HP:0012165
skin-picking	HP:0012166
hair-pulling	HP:0012167
head-banging	HP:0012168
self-biting	HP:0012169
nail-biting	HP:0012170
stereotypical|hand|wringing	HP:0012171
stereotypical|body|rocking	HP:0012172
orthostatic|tachycardia	HP:0012173
glioblastoma|multiforme	HP:0012174
resistance|activated|protein	HP:0012175
abnormality|natural|killer|cells	HP:0012176
abnormal|natural|killer|cell|physiology	HP:0012177
reduced|natural|killer|cell|activity	HP:0012178
craniofacial|dystonia	HP:0012179
cystic|medial|necrosis	HP:0012180
entrapment|neuropathy	HP:0012181
oropharyngeal|squamous|cell|carcinoma	HP:0012182
hyperplastic|colonic|polyposis	HP:0012183
hyperalphalipoproteinemia	HP:0012184
constrictive|median|neuropathy	HP:0012185
entrapment|neuropathy|ulnar|nerve|elbow	HP:0012186
increased|erythrocyte|protoporphyrin|concentration	HP:0012187
hyperemesis|gravidarum	HP:0012188
hodgkin|lymphoma	HP:0012189
t-cell|lymphoma	HP:0012190
b-cell|lymphoma	HP:0012191
cutaneous|t-cell|lymphoma	HP:0012192
anaplastic|large-cell|lymphoma	HP:0012193
episodic|hemiplegia	HP:0012194
irregular|respiration	HP:0012195
cheyne-stokes|respiration	HP:0012196
insulinoma	HP:0012197
juvenile|colonic|polyposis	HP:0012198
cluster|headache	HP:0012199
abnormality|prothrombin	HP:0012200
reduced|prothrombin|activity	HP:0012201
increased|serum|bile|acid|concentration	HP:0012202
onychomycosis	HP:0012203
recurrent|vulvovaginal|candidiasis	HP:0012204
globozoospermia	HP:0012205
abnormal|sperm|motility	HP:0012206
reduced|sperm|motility	HP:0012207
nonmotile|sperm	HP:0012208
juvenile|myelomonocytic|leukemia	HP:0012209
abnormal|renal|morphology	HP:0012210
abnormal|renal|physiology	HP:0012211
abnormal|glomerular|filtration|rate	HP:0012212
decreased|glomerular|filtration|rate	HP:0012213
increased|glomerular|filtration|rate	HP:0012214
testicular|microlithiasis	HP:0012215
entrapment|neuropathy|suprascapular|nerve	HP:0012216
increased|urinary|porphobilinogen	HP:0012217
alveolar|soft|part|sarcoma	HP:0012218
erythema|nodosum	HP:0012219
non-caseating|epithelioid|cell|granulomatosis	HP:0012220
pretibial|blistering	HP:0012221
arachnoid|hemangiomatosis	HP:0012222
splenic|rupture	HP:0012223
circulating|immune|complexes	HP:0012224
oligodontia|primary|teeth	HP:0012225
ovarian|teratoma	HP:0012226
urethral|stricture	HP:0012227
tension-type|headache	HP:0012228
csf|pleocytosis	HP:0012229
rhegmatogenous|retinal|detachment	HP:0012230
exudative|retinal|detachment	HP:0012231
shortened|qt|interval	HP:0012232
intramuscular|hematoma	HP:0012233
agranulocytosis	HP:0012234
drug-induced|agranulocytosis	HP:0012235
elevated|sweat|chloride	HP:0012236
urocanic|aciduria	HP:0012237
hyperchylomicronemia	HP:0012238
atransferrinemia	HP:0012239
increased|intramyocellular|lipid|droplets	HP:0012240
levator|palpebrae|superioris|atrophy	HP:0012241
superior|rectus|atrophy	HP:0012242
abnormal|genital|system|morphology	HP:0012243
