relation_id	relation_name	gene_words	hpoterm_words	words	sentences_before	sentences_after	expectation
RELATION_GENEHPOTERM_gb-2007-8-5-r78.pdf_980_980_16_16_29_30	NF-kappaB/HP:0001735|Acute pancreatitis	{16}	{29,30}	{Liu,HS,",",Pan,CE,",",Liu,QG,",",Yang,W.,Liu,XM,:,Effect,of,NF-kappaB,and,p38,MAPK,in,activated,monocyteslmacrophages,on,proinﬂammatory,cytokines,of,rats,with,acute,pancreatitis,.}	{"Somasundaram K : Tumor suppressor p53 : regulation and function .","Front Biosci 2000 , 5 : D424-D437 ."}	{"World _ [ Gastroenterol 2003 , 9:25 I 3-25 I 8 .","Morgenstern B. Frech K , Dress A. Werner T : DIALIGN : ﬁnding local similarities by multiple sequence alignment ."}	0.542
RELATION_GENEHPOTERM_journal.ppat.1003048.pdf_61_61_36_36_20_21	Hsp90/HP:0100726|Kaposi's sarcoma	{36}	{20,21}	{Here,we,show,that,in,the,case,of,Kaposi,sarcoma,and,primary,effusion,lymphoma,",",which,are,cancers,caused,by,Kaposi,sarcoma,associated,herpesvirus,(,KSHV/HHV8,),an,essential,viral,protein,",",LANA,",",binds,to,Hsp90,and,is,a,client,of,Hsp90,.}	{"Hsp90 inhibitors are in clinical trials for many cancers but with mixed results , presumably since these proteins have many clients .","The mechanism for drug efficacy and tumor — type variation in responses is not understood ."}	{"Different small molecule Hsp90 inhibitors reduce the expression of LANA .","At the same time they reduce the expression of the newly discovered co — receptor of KSHV ephA2 , of Akt , cdc2 and ephrin ."}	0.452
RELATION_GENEHPOTERM_journal.pone.0055350.pdf_172_172_4_4_18_19	GCKR/HP:0000855|Insulin resistance	{4}	{18,19}	{The,triglycerides-increasing,alleles,of,GCKR,variants,can,reduce,blood,insulin,and,HOMA-IR,index,",",and,the,risk,of,insulin,resistance,in,Chinese,children,.}	{"Although insulin resistance declines in late puberty [ 31 ] , the associations between GCKR variants and insulin resistance in Chinese children are still important to understand the mechanism of pubertal insulin resistance .","In conclusion , our study conﬁrmed the association between GCKR variants and triglycerides levels in Chinese children and adults ."}	{"Our results suggested GCKR has an effect on development of insulin resistance in Chinese children .","It ’s well-known that insulin resistance plays an important role in development of type 2 diabetes , prospective study is needed to"}	0.504
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0093885.pdf_366_366_35_35_20_20_UNSUP	CT/HP:0002090|Pneumonia	{35}	{20}	{Li,P,",",Su,DJ,",",ZhangJF,",",Xia,XD,",",Sui,H,",",et,al.,(,201,1,),Pneumonia,in,novel,swine,»,origin,inﬂuenza,A,(,H1N1,),virus,infection,:,high-resolution,CT,findings,.}	{"Eurj Radiol 61 : 245 ~ 250 .","21 ."}	{"Eurj Radiol 80 : e146 — e152 .","22 ."}	0.24
RELATION_GENEHPOTERM_journal.pone.0053391.pdf_299_299_1_3_17_20	putative_ABC_transporter/HP:0003237|Increased IgG level	{1,2,3}	{17,19,20}	{The,putative,ABC,transporter,SA0688,and,the,membrane-associated,foldase,PrsA,were,associated,with,the,highest,median,fold,increase,in,IgG,levels,(,5.17,and,2.92-fold,",",respectively,),.}	{"The IgG levels against ﬁfteen bacterial antigens , including welldescribed virulence factors such as IsdA and gamma-hemolysin B , were found to increase in at least 95 % of the bacteremia patients .","Additionally , the peak IgG levels against these 15 antigens were signiﬁcantly higher in bacteremia patients than age-matched , noninfected patients ."}	{"Although other antigens were also associated with signiﬁcantly increased IgG levels in individual patients , these data indicate that SA0688 and PrsA appear to be among the most broadly expressed and immunologically recognized antigens .","This observation is in line with previous studies which demonstrated the immunogenicity of SA0688 in human serum [ 18,20 ] ."}	0.228
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0016933.pdf_45_45_48_48_54_54_UNSUP	FLG/HP:0002099|Asthma	{48}	{54}	{Regarding,association,with,AR,in,the,absence,of,AD,two,studies,reported,conﬂicting,results,:,Weideinger,et,al.,[,7,],found,an,effect,whereas,Marenholz,et,al.,did,not,"\\\\",],b,Our,purpose,was,to,examine,in,a,Polish,population,association,of,the,2282del4,and,R501X,FLG,loss-of-function,variants,with,AD,",",asthma,and,allergic,rhinitis,.}	{"February 2011 | Volume 6 | Issue 2 | e16933","[ 5,6 ] ."}	{"Materials and Methods","Ethics Statement The study was approved by Ethical Committee of Medical University of Warsaw ."}	0.738
RELATION_GENEHPOTERM_journal.pone.0019862.pdf_614_614_19_20_25_26	connexin_43/HP:0001402|Hepatocellular carcinoma	{19,20}	{25,26}	{Nfa,XD,",",Sui,YF,",",VVang,VVL,(,2000,),Expression,of,gap,junction,genes,connexin,32,",",connexin,43,and,their,proteins,in,hepatocellular,carcinoma,and,normal,liver,tissues,.}	{"Smiraglia DJ , Rush LJ , Fruhwald IVIC , Dai Z , Held VVA , et al. ( 2001 ) Excessive CpG island hypermethylation in cancer cell lines versus primary human malignancies .","Human Nfolecular Genetics 10 : 141341419 ."}	{"VVor1dJ Gastroenterol 6 : 66469 .","Cronier L , Crespin S , Strale PO , Defamie N , lVIesnil l \\\\ ’ I ( 2009 ) Gap junctions and cancer : new functions for an old story ."}	0.678
RELATION_GENEHPOTERM_journal.pone.0082995.pdf_484_484_14_14_24_24	SA/HP:0000360|Tinnitus	{14}	{24}	{Henry,JA,",",Flick,CL,",",Allison,Gilbert,M,",",Ellingson,RM,",",Fausti,SA,(,2001,),Comparison,of,two,computer-automated,procedures,for,tinnitus,pitch,matching,.}	{"PubMed : 10943023 .","5 ."}	{"J Rehabil Res Dev 38 : 557 -- 566 .","PubMed : 11732833 ."}	0.268
RELATION_GENEHPOTERM_journal.pone.0076596.pdf_209_209_27_27_13_14	Hes1/HP:0003003|Colon cancer	{27}	{13,14}	{We,did,not,find,any,significant,difference,in,levels,of,NICD,expression,in,colon,cancer,cells,with,different,treatments,;,however,",",the,levels,of,RBP-jk,and,Hes1,proteins,were,reduced,in,SW480-shLEF1,cells,and,SW620-shLEF1,cells,compared,with,control,cells,(,Figure,6A,),.}	{"Knockdown of LEF1 expression inhibited RBP-jK activity To date , several studies have reported that Wnt and Notch pathway cooperatively control cell proliferation and tumorigenesis in the intestines [ 18 ] .","To disclose the possible convergent points and to clarify the potential mechanism by which LEF1 regulates proliferation and tumorigenesis , we detected the expression of Notch intracellular domain ( NlCD ) / RBP-ji < / Hes1 pathway genes in these colon cancer cells ."}	{"Our unpublished data showed an increased activity of fulllength LEF1 promoter upon co-transfection of NICD cDNA in SW480 , HepG2 , HEK293 , A549 , and HeLa cells ; thus , we utilized DAPT , an inhibitor of Notch pathway , to block NICD expression in SW480 and SW620 cells .","Our data showed that NICD downregulation affected expression of Hes1 and LEF1 proteins ( Figure 6B ) , suggesting a reciprocal regulation between LEF1 and Notch pathway ."}	0.472
RELATION_GENEHPOTERM_journal.pmed.0010008.pdf_277_277_19_19_10_10	CCR4/HP:0002099|Asthma	{19}	{10}	{Analysis,by,immunohistochemistry,of,airway,mucosa,of,people,with,atopic,asthma,after,antigen,challenge,revealed,that,large,numbers,of,CCR4,+,and,CCR8,+,T,cells,express,IL-4,",",and,CCR4,expression,was,prominent,in,people,with,severe,atopic,dermatitis,",",which,decreased,upon,abatement,of,disease,activity,[,"26,43",],.}	{"and thus our ﬁndings are restricted to non-asthmatic individuals with emphysema .","Our use of T cell chemokine receptor expression analysis to determine recruitment of lung T cells is not without precedent ."}	{"Immunostaining of T cells in synovial ﬂuid from individuals with rheumatoid arthritis showed that virtually all of the T cells associated with inﬂamed joints expressed CXCR3 and CCR5 , representing signiﬁcant enrichment compared to blood T cells from the same participants .","Furthermore , previous studies of smoker individuals with COPD and normal lung function showed the presence of CD8 + / CXCR3 + T cells in the airway epithelium and submucosa [ 44 ] ."}	0.528
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0018583.pdf_294_294_22_22_25_25_UNSUP	BRAF/HP:0002861|Melanoma	{22}	{25}	{Rose,E,",",Egyhazi,S,",",Omholt,K,",",lVIansson-Brahme,E,",",Platz,A,",",et,al.,(,2006,),NRAS,and,BRAF,mutations,in,melanoma,tumours,in,relation,to,clinical,characteristics,:,a,study,based,on,mutation,screening,by,pyrosequencing,.}	{"Edlundh .","— ."}	{"Nlelanoma Res 16 ( 6 ) : 471 — 8 .",.}	0.758
RELATION_GENEHPOTERM_journal.pone.0031991.pdf_583_583_20_20_30_31	BID/HP:0002637|Cerebral ischemia	{20}	{30,31}	{Plesnila,N,",",Zinkel,S,",",Le,DA,",",Amin-Hanjani,S,",",VVu,Y,",",et,al.,(,2001,),BID,mediates,neuronal,cell,death,after,oxygen/glucose,deprivation,and,focal,cerebral,ischemia,.}	{"Ivanov D , Dvoriantchikova G , Nathanson L , 1 \\\\ ’ IcKinnon SJ , Shestopalov VI ( 2006 ) 1 \\\\ ’ Iicroarray analysis of gene expression in adult retinal ganglion cells .","FEBS Lett 580 : 331 — 335 ."}	{"Proc Natl Acad Sci U S A 98 : 15318 * 15323 .","Roth S , Park SS , Sikorski CVV , OsinskiJ , Chan R , et al. ( 1997 ) Concentrations of adenosine and its metabolites in the rat retina / choroid during reperfusion after ischemia ."}	0.53
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0037204.pdf_67_67_16_16_1_1_UNSUP	EGFR/HP:0002858|Meningioma	{16}	{1}	{In,meningiomas,",",the,role,of,EGFR,signaling,pathway,in,tumor,genesis,and,the,usefulness,of,EGFR,investigation,in,regard,to,prognosis,and,/,or,theragnosis,assessment,remain,unclear,and,discrepancies,exist,.}	{"Since alternative splicing can produce different isoforms , it is critical to know which epitope recognize the antibodies when studying EGFR protein expression .","Indeed , others and we reported strong difference in immunohistochemical labeling according to the EGFR domain , ECD or ICD , targeted by primary antibodies [ 5,28,30 ] ."}	{"Some studies reported higher EGFR protein levels in grade I and grade II meningiomas compared to grade III meningiomas [ 31,32 ] .","Smith et al. reported shorter survival times for patients having atypical meningiomas with low EGFR protein levels [ 33 ] ."}	0.28
RELATION_GENEHPOTERM_journal.pone.0086245.pdf_494_494_10_10_25_25	RL/HP:0011675|Arrhythmia	{10}	{25}	{VVang,J,",",Klysik,E,",",Sood,S,",",Johnson,RL,",",VVehrens,XHT,",",et,al.,(,2010,),PitX2,prevents,susceptibility,to,atrial,arrhythmias,by,inhibiting,left-sided,pacemaker,speciﬁcation,.}	{"Nature 401 : 279 — 28l .","l2 ."}	{"Proceedings of the National Academy of Sciences 107 : 9753 .","Schaub 1\\\\/IA , Boyle AP , Kundaje A , Batzoglou S , Snyder 1 \\\\ ’ I ( 2012 ) Linking disease associations with regulatory information in the human genome ."}	0.224
RELATION_GENEHPOTERM_journal.pone.0047792.pdf_78_78_21_21_12_12	GFAP/HP:0001297|Stroke	{21}	{12}	{The,group,of,animals,treated,with,resveratrol,between,their,initial,and,recurrent,stroke,demonstrated,signiﬁcant,reductions,in,areas,of,altered,astrocytic,GFAP,staining,compared,with,the,vehicle,treated,group,(,P,<,0.001,),.}	{"Following a mild ischemic stroke , sections immunostained with GFAP demonstrated areas of increased astrogliosis in peri-infarct / penumbral regions - an effect which was enhanced with recurrent stroke ( Fig .","3 A ) ."}	{"Following a mild ischemic stroke , there was increased ED1 staining of microglia / macrophages evident within the ischemic core and peri-infarct/penumbral regions ( Fig 3 B ) .","Quantitative assessment demonstrated that in animals with recurrent stroke there was a reduced cumulative staining score for ED1 compared with vehicle treated animals ( P < 0.008 ) suggestive of a reduced inﬂammatory response ."}	0.512
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0003593.pdf_548_548_30_30_46_46_UNSUP	BCR/HP:0001909|Leukemia	{30}	{46}	{Dru,er,B,],",",Sawyers,CL,",",Kantarjian,H,",",Resta,D,],",",Reese,SF,",",et,al.,(,2001,),Activity,of,a,specific,inhibitor,of,the,BCR,»,ABL,tyrosine,kinase,in,the,blast,crisis,of,chronic,myeloid,leukemia,and,acute,lymphoblastic,leukemia,with,the,Philadelphia,chromosome,.}	{"Clin Cancer Res 10 : 4684475 .","26 ."}	{"N Engl ] 1\\\\/Ied 344 : 103841042 .","27 ."}	0.306
RELATION_GENEHPOTERM_journal.pmed.0010028.pdf_350_350_35_35_50_50	T2/HP:0002861|Melanoma	{35}	{50}	{The,directly,isolated,tetramer-positive,T,cells,from,this,patient,speciﬁcally,lysed,T2,cells,pulsed,with,high,concentrations,(,1,pg/ml,),of,G209,—,2M,and,native,(,G209n,),peptides,",",but,not,with,T2,cells,pulsed,with,a,cytomegalovirusderived,",",HLA-A,*,020l-restricted,peptide,(,NLVPMVATV,),or,melanoma,targets,.}	{"~ B PLoS Medicine | http://www.p | osmedicine.org 155","sorting from patient 422 were tested for lysis of peptidepulsed and melanoma target cells in microcytotoxic assays ( Figure 1B ) ."}	{"This suggests that while a signiﬁcant portion of the vaccine-elicited T cells from patient 422 may be functional in Vivo , they did not have signiﬁcant tumor lysis activity .","To assess the functional status of the smaller TAA-speciﬁc CD8 + T cell responses in the other ﬁve patients — which were too small for direct cytotoxicity assays after sorting — we utilized a novel FACS assay for degranulation based on"}	0.54
RELATION_GENEHPOTERM_journal.pone.0058490.pdf_273_273_11_11_19_20	SPARC/HP:0000107|Renal cyst	{11}	{19,20}	{It,was,also,higher,than,the,plasma,and,urine,concentrations,of,SPARC,in,ADPKD,patients,",",patients,with,simple,renal,cysts,and,normal,control,patients,.}	{"Existing IA and genetic disease research conﬁrms that the high expression of SPARC is closely related to the occurrence of intracranial aneurysms : approximately 5 % of IA patients have a variety of genetic diseases , such as Ehlers-Danlos syndrome type IV , Marfan syndrome , neuroﬁbromatosis type I and autosomal dominant polycystic kidney disease ( of ADPKD ) , and it has been demonstrated that ADPKD has a clear correlation with IA ( including asymptomatic aneurysms ) [ 42 ] .","The SPARC level in the renal cyst ﬂuid of ADPKD patients was signiﬁcantly higher than the level ( or than that detected @ 6 4 detected in normal kidneys with simple cysts ."}	{"The SPARC mRNA and protein levels were signiﬁcantly higher in polycystic kidney tissue from ADPKD patients than in normal kidney tissue .","In addition , in vitro experiments have used SPARC to analyze cyst-lining epithelial cells ( CLECS ) ."}	0.482
RELATION_GENEHPOTERM_journal.pone.0039460.pdf_358_358_2_2_14_18	TLR2/HP:0004880|Respiratory infections in early life	{2}	{14,15,17,18}	{Absence,of,TLR2,increases,activated,CD8,+,T-cell,recruitment,in,the,lung,during,Chlamydia,respiratory,infection,in,early,life,.}	{"Sham Cmu Sham Cmu","Figure 5 ."}	{"Flow cytometric analysis of single cell suspensions of lung tissue was used to determine the levels of total and activated CD4 + or CD8 + T — ce | | s in sham inoculated and infected Wt and TLR + / + pups at 7 and 14 dpi .","T — ce | | populations were identified by selecting those cells , which were CD3 + and CD4 + or CD8 + ."}	0.512
RELATION_GENEHPOTERM_journal.pone.0080264.pdf_217_217_12_12_20_20	PC/HP:0002665|Lymphoma	{12}	{20}	{Dachman,AH,",",BuckJL,",",Krishnan,J,",",Aguilera,NS,",",Buetow,PC,(,1998,),Primary,non-Hodgkin,’s,splenic,lymphoma,.}	{"Surg Gynecol Obstet 120 : 9474960 .","6 ."}	{"Clin Radiol 53 : 1374142 .","7 ."}	0.504
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0083955.pdf_471_471_7_7_17_18_UNSUP	AK/HP:0003002|Breast carcinoma	{7}	{17,18}	{Ochieng,J,",",Pratap,S,",",Khatua,AK,",",Sakwe,AM,(,2009,),Anchorage-independent,growth,of,breast,carcinoma,cells,is,mediated,by,serum,exosomes,.}	{"Antonyak KIA , Li B , Boroughs LK , Johnson JL , Druso JE , et al. ( 2011 ) Cancer cell — derived microvesicles induce transformation by transferring tissue transglu ~ taminase and ﬁbronectin to recipient cells .","Proc Natl Acad Sci U S A 108 : 4852 * 4857 ."}	{"Exp Cell Res 315 : 1875 — 1888 .","Koumangoye RB , Sakwe A1\\\\/I , Goodwin JS , Patel T , Ochieng J ( 2011 ) Detachment of breast tumor cells induces rapid secretion of exosomes which subsequently mediate cellular adhesion and spreading ."}	0.232
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0017370.pdf_76_76_6_6_17_17_UNSUP	CAL/HP:0002617|Aneurysm	{6}	{17}	{The,relationship,of,clinical,data,including,CAL,",",intravenous,immunoglobulin,(,IVIG,),treatment,response,",",and,aneurysm,formation,with,genetic,polymorphisms,of,I,TPKC,were,also,evaluated,.}	{"However , the replication studies of ITPKC ( rs28493229 ) from Taiwanese populations were controversial [ 11,12 ] .","In this study , we examined the association between the I TPKC ( rs28493229 ) and the risk of KD using a case-control study ."}	{"Materials and Methods","Patients studied All subjects studied were children with the diagnosis of KD and were admitted at Chang Gung Memorial Hospital at Kaohsiung between 2001 and 2009 ."}	0.22
RELATION_GENEHPOTERM_SUP_MAP_SCPDFS_25058.pdf_246_246_9_9_18_18_UNSUP	MYOC/HP:0000501|Glaucoma	{9}	{18}	{Since,no,deletion,mutations,have,been,documented,in,the,MYOC,gene,in,the,genomic,sequence,in,normal,or,glaucoma,patients,",",we,think,that,the,deletions,reported,here,occurred,at,the,post-transcriptional,level,in,the,intact,tissues,.}	{"Furthermore , since both ends of the deletions were not at the exon junction , it is unlikely that the deletions resulted from exon skipping .","Fingert et al. ( 1999 ) screened over 1700 subjects , and reported no evidence of such novel deletions in the genomic sequence of myocilin ."}	{"Closer examination of the nucleotide sequence surrounding the deletion site by sequence alignment identiﬁed a short repeat of three nucleotides ( AGC ) located at the breaking points of the deletion , with the deletion removing one of the repeats .","The mechanism involved in the generation of this deletion is presently unknown ."}	0.502
RELATION_GENEHPOTERM_journal.pone.0021136.pdf_592_592_29_30_32_33	cytokeratin_7/HP:0009726|Renal neoplasm	{29,30}	{32,33}	{Mazal,PR,",",Stichenwirth,M,",",Koller,A,",",Blach,S,",",Haitel,A,",",et,al.,(,2005,),Expression,of,aquaporins,and,PAX-2,compared,to,CD10,and,cytokeratin,7,in,renal,neoplasms,:,a,tissue,microarray,study,.}	{"Tong GX , Chiriboga L , Hamele-Bena D , Borczuk AC ( 2007 ) Expression of PAX2 in papillary serous carcinoma of the ovary : immunohistochemical evidence of fallopian tube or secondary Nlullerian system origin ?","lVlod Pathol 20 : 856 — 863 ."}	{"l \\\\ ’ Iod Pathol 18 : 5354540 ."}	0.296
RELATION_GENEHPOTERM_journal.pone.0087281.pdf_345_345_13_13_19_19	PDGFRA/HP:0009733|Glioma	{13}	{19}	{Our,ﬁndings,show,that,also,in,the,absence,of,acute,ligand,stimulation,",",PDGFRA,molecules,exhibit,dynamic,trafficking,in,glioma,cells,",",and,this,trafﬁcking,process,is,regulated,by,MEKERK,signaling,.}	{"Current studies demonstrate that this is caused by mechanisms such as PDGF autocrine or paracrine stimulation [ l4 , l6 ] , PDGFRA gene ampliﬁcation or mutations [ l3 ,35 — 38 ] .","Our report extends on previous studies in that we demonstrate the importance of trafficking and surface expression of PDGFRA for glioma growth ."}	{"A surface location of PDGFRA is required for glioma cells to sense its microenvironment and down-regulation of surface expression of PDGFRA or other RTKs may be a successful approach to inhibit glioma cell growth .","To achieve a high degree of speciﬁcity of PDGFRA-mediated transmembrane signaling , controlled trafﬁcking of PDGFRA between cytosol compartments and cell surface is important ."}	0.33
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0058267.pdf_602_602_24_25_35_36_UNSUP	androgen_receptor/HP:0012125|Prostate cancer	{24,25}	{35,36}	{Dehm,Sl,"\\\\",’,I,",",Schmidt,LJ,",",Heemers,HV,",",Vessella,RL,",",Tindall,DJ,(,2008,),Splicing,of,a,novel,androgen,receptor,exon,generates,a,constitutively,active,androgen,receptor,that,mediates,prostate,cancer,therapy,resistance,.}	{"Expert Opin Investig Drugs 16 : 659 * 678 .","18 ."}	{"Cancer Res 68 : 5469 * 5477 .","19 ."}	0.936
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0054110.pdf_288_288_7_7_12_12_UNSUP	MITF/HP:0002861|Melanoma	{7}	{12}	{lmmunostaining,of,BRM,",",BRG1,",",and,MITF,in,nevi,and,primary,melanomas,.}	{"- .","Figure 5 ."}	{"A. Intradermal nevus ; B and C. Primary melanomas .","Parallel sections ( 5 um ) were stained with antibodies against BRM ( left ) , BRG1 ( middle ) , and MITF ( right ) ."}	0.52
RELATION_GENEHPOTERM_journal.pone.0005597.pdf_303_303_12_12_18_18	NKp30/HP:0002861|Melanoma	{12}	{18}	{Collectively,",",these,observations,imply,that,down-regulated,NKLR,expression,",",particularly,of,NKp30,",",by,NK,cells,in,melanoma,patients,may,affect,their,ability,to,recognize,and,eliminate,tumor,cells,.}	{"Little or no expression of NKp44 was observed ,","probably as it is induced only following activation ( data not shown ) ."}	{"Consistent changes in NKLR expression during NK ex vivo expansion Most forms of adoptive cell immunotherapy require a large number of transferred cells [ 38 ] .","The long term proliferative potential of NK cells ex vivo and the variations in NKLR expression were thus studied ."}	0.686
RELATION_GENEHPOTERM_SUP_MAP_journal.pone.0066524.pdf_249_249_3_3_8_9_UNSUP	TP53/HP:0003003|Colon cancer	{3}	{8,9}	{RBBP6,and,mutant,TP53,protein,were,overexpressed,in,colon,cancer,tissues,and,found,to,be,positively,correlated,.}	{"[ 29,30 ] \\\\ / Vith a prolonged half-life , the mutant TP53 protein can therefore be detected through immunohistochemistry .","[ 31 ] In this study ,"}	{"The mechanisms for the association of RBBP6 up-regulation with mutant TP53 are poorly understood .","Our ﬁnding provides some insight into this apparent conﬂict ."}	0.716
RELATION_GENEHPOTERM_journal.pone.0043593.pdf_78_78_5_5_20_20	KLF4/HP:0002885|Medulloblastoma	{5}	{20}	{On,the,other,hand,",",KLF4,was,identiﬁed,as,a,tumor,suppressor,",",owing,to,frequent,loss,of,expression,in,medulloblastoma,and,colon,",",esophageal,",",gastric,",",bladder,",",pancreatic,",",and,lung,cancers,[,l4,~,20,],.}	{"High KLF4 expression has been demonstrated in primary breast ductal carcinoma and oral squamous cell carcinoma [ 12,13 ] .","Similarly , ectopic expression of Klf4 in mice induced squamous epithelial dysplasia [ 13 ] ."}	{"Reduced KLF4 expression was shown to undergo promoter methylation and loss of heterozygosity ( LOH ) in gastrointestinal cancer and medulloblastoma [ l4 , l6 ,18,20 ] .","Consistent with potential tumor suppressor activity , the over-expression of KLF4 reduced in vitra and in viva tumorigenecity of colonic and gastric cancer cells [ 16,21 ] ."}	0.482
RELATION_GENEHPOTERM_journal.pone.0039436.pdf_44_44_44_44_49_52	FGF7/HP:0010720|Abnormal hair pattern	{44}	{49,50,52}	{F,GF7,and,F,GF10,are,expressed,in,the,dermal,papilla,of,the,hair,follicle,[,14,],and,knockout,mice,displayed,a,mild,hair,phenotype,",",with,male,mice,developing,greasy,",",matted,hair,with,age,A,w,Furthermore,",",transgenic,mice,overexpressing,FGF7,in,the,epidermis,demonstrated,abnormal,patterns,of,hair,growth,[,15,],",",and,subcutaneous,or,intraperitoneal,injections,of,recombinant,FGF,7,into,nude,mice,stimulated,hair,growth,by,extending,the,anagen,phase,of,the,hair,cycle,[,16,],.}	{"In adult mouse skin , FGF 22 is expressed in the inner root sheath ( IRS ) of the hair follicle [ 1 1 ] and in the interfollicular epidermis [ 12 ] .","During hair development , the dermal papilla , a cluster of specialised mesenchymal cells within the dermis , signals to epidermal follicular stem cells to proliferate and differentiate into IRS , medulla and cortex cells , which together with the cuticle cells undergo terminal differentiation to form the mature hair ﬁbre [ 13 ] ."}	{"Since both fgf ] o and fgfr2b knockout mice die at birth , their hair phenotype is hard to study .","Nevertheless , late stage fgﬁ ‘ 2b knockout embryos showed a reduction in hair follicle development , with signiﬁcantly fewer , developmentally retarded , hair follicles relative to wild type littermates [ 17 ] ."}	0.902
RELATION_GENEHPOTERM_SUP_F_G_journal.pone.0102475.pdf_61_61_49_49_53_53_UNSUP	DMT/HP:0002099|Asthma	{49}	{53}	{Data,analysis,As,the,number,of,daily,hospital,admissions,is,a,type,of,small,probability,event,and,typically,follows,a,Poisson,distribution,[,21,],",",the,semiparametric,generalized,additive,model,(,GAM,),approach,with,log,link,was,used,to,explore,the,associations,between,daily,mean,temperature,(,DMT,),and,daily,asthma,admissions,",",accounting,for,any,the,over,dispersion,or,autocorrelation,.}	{"Patient records / information was de-identiﬁed prior to analysis ; then daily aggregated counts for hospitalizations were calculated and used to conduct the ﬁnal analysis .","The authors did not have access to individual patient information prior to anonymization and data aggregation and there was no interaction with patients for this study ."}	{"In the first step , we utilized a time-series model to assess the relationship between DMT and hospital admissions for asthma , while controlling for relative humidity , rainfall and wind speed using a natural cubic spline .","We also controlled the long-term trend and seasonal patterns using a natural cubic spline [ 22 ] ."}	0.234
RELATION_GENEHPOTERM_journal.pone.0040742.pdf_419_419_33_33_17_18	PTPRJ/HP:0003002|Breast carcinoma	{33}	{17,18}	{Whilst,the,sample,numbers,in,the,study,are,small,",",a,greater,proportion,of,the,grade,3,breast,carcinoma,exhibited,exclusive,cytoplasmic,staining,compared,to,grade,2,",",consistent,with,the,loss,of,PTPRJ,apical,localisation,concurrent,with,lack,of,tubular,architecture,.}	{"To our knowledge this is the ﬁrst report of normal PTPRJ localisation patterns in the human ( and mouse ) mammary gland , revealing a strong apical staining of the luminal epithelial layer of the tissue .","\\\\ / Vithin the same breast tumor specimen , normal apical PTPRJ staining was retained where tubule formation was conserved and was diffuse or cytoplasmic in areas where this architecture was lost ."}	{"This is reminiscent of MUCI which is dysregulated during tumorigenesis .","[ 57 ] , and is currently being pursued as a candidate for targeted therapies [ 58 ] , [ 59 ] , Therefore , mislocalisation of PTPRJ may mediate altered cellular behaviour in a similar manner ."}	0.466
RELATION_GENEHPOTERM_journal.pone.0041184.pdf_341_341_9_9_18_18	5-HT1A/HP:0001649|Tachycardia	{9}	{18}	{HT1A,Receptors,In,WT,mice,",",exogenous,activation,of,5-HT1A,receptors,via,administration,of,8-OH-DPAT,reduced,the,stress-induced,tachycardia,usually,observed,in,these,mice,[,21,],.}	{"Effects of Exogenous Activation of 5 .","— ."}	{"This result is in full agreement with earlier studies conducted in rats and rabbits [ 13,15 ] .","Traditional interpretation of the anti-tachycardic effect of 8-OH-DPAT is that the drug activates inhibitory 5-HT1 A receptors located in the presympathetic cardiomotor neurons in the medullary raphe ."}	0.41
RELATION_GENEHPOTERM_journal.pone.0102733.pdf_14_14_30_30_36_37	MIP/HP:0007648|Punctate cataract	{30}	{36,37}	{In,summary,",",our,study,presented,genetic,and,functional,evidence,linking,the,new,MIP,mutation,of,G21,5D,to,autosomal,dominant,congenital,cataracts,",",which,adds,to,the,list,of,MIP,mutations,linked,to,congenital,progressive,punctate,cataracts,.}	{"Bioinformatics analysis predicted that the mutation affects the function of the MIP protein .","The wild type ( WT ) and G215D mutant of MIP were transfected with green fluorescent protein ( GFP ) into Hela cells separately , and it was found that the G215D mutant was aberrantly located in the cytoplasm instead of in the plasma membrane ."}	{"Citation : Ding X , Zhou N , Lin H , Chen J , Zhao C , et al. ( 2014 ) A Novel MIP Gene Mutation Analysis in a Chinese Family Affected with Congenital Progressive Punctate Cataract .","PLOS ONE 9 ( 7 ) : e102733 ."}	0.75
RELATION_GENEHPOTERM_journal.pone.0023739.pdf_110_110_23_23_12_12	PAG/HP:0002099|Asthma	{23}	{12}	{Using,voxel-based,morphometry,",",the,present,study,shows,that,longer,duration,of,asthma,was,associated,with,increased,gray,matter,volume,in,the,brainstem,PAG,in,patients,with,mildtomoderate,asthma,.}	{"In the healthy control group , no associations were observed between gray matter volume in the PAG and age or dyspnea unpleasantness ratings , respectively ( Figure 3 ) .",Discussion}	{"This ﬁnding seems unrelated to changes in brain structure caused by normal aging [ 40 ] because no agerelated PAG gray matter volume changes were observed in a well matched healthy control group .","Moreover , increased gray matter volume in the PAG in patients with asthma was related to reduced ratings for the perceived affective unpleasantness of resistive load induced dyspnea ."}	0.272
